Molecule	Upper Manifold	J'	Sym'	#'	Lower Manifold	J"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
LinearMolecule	Excited	15	e	1	Ground	16	e	1	664.678271522791	0.00507936759569708	1066.53858570388	401.860314181092	5	44.5621556568992	0	P(16)	Excited v=1 15 e - Ground v=0 16 e
LinearMolecule	Excited	14	e	1	Ground	15	e	1	667.632332409129	0.00596488782706552	1022.23714596584	354.604813556709	4.66666666666666	45.0551355462878	0	P(15)	Excited v=1 14 e - Ground v=0 15 e
LinearMolecule	Excited	13	e	1	Ground	14	e	1	670.586981569165	0.00686989430326848	980.884392030633	310.297410461467	4.33333333333333	45.5351868250999	0	P(14)	Excited v=1 13 e - Ground v=0 14 e
LinearMolecule	Excited	12	e	1	Ground	13	e	1	673.54216083865	0.00775344678603638	942.481304853152	268.939144014502	4	45.9978757313256	0	P(13)	Excited v=1 12 e - Ground v=0 13 e
LinearMolecule	Excited	11	e	1	Ground	12	e	1	676.497811264745	0.0085661459053749	907.028795484935	230.53098422019	3.66666666666666	46.4372205076887	0	P(12)	Excited v=1 11 e - Ground v=0 12 e
LinearMolecule	Excited	10	e	1	Ground	11	e	1	679.453873102461	0.00925214551025254	874.527705037539	195.073831935079	3.33333333333333	46.8449545232059	0	P(11)	Excited v=1 10 e - Ground v=0 11 e
LinearMolecule	Excited	9	e	1	Ground	10	e	1	682.410285811546	0.00975221651590561	844.978804648718	162.568518837172	3	47.2093240061261	0	P(10)	Excited v=1  9 e - Ground v=0 10 e
LinearMolecule	Excited	8	e	1	Ground	9	e	1	685.366988053843	0.0100077459603073	818.382795451428	133.015807397586	2.66666666666667	47.5130371270598	0	P(9)	Excited v=1  8 e - Ground v=0  9 e
LinearMolecule	Excited	7	e	1	Ground	8	e	1	688.323917691084	0.0099654155145842	794.740308545645	106.416390854561	2.33333333333333	47.7295723591642	0	P(8)	Excited v=1  7 e - Ground v=0  8 e
LinearMolecule	Excited	6	e	1	Ground	7	e	1	691.281011783159	0.00958217320079333	774.051904972999	82.7708931898401	2	47.8160791829998	0	P(7)	Excited v=1  6 e - Ground v=0  7 e
LinearMolecule	Excited	5	e	1	Ground	6	e	1	694.23820658683	0.00883001218332706	756.318075694238	62.0798691074073	1.66666666666667	47.6985341201961	0	P(6)	Excited v=1  5 e - Ground v=0  6 e
LinearMolecule	Excited	4	e	1	Ground	5	e	1	697.1954375549	0.00770002144969404	741.53924156949	44.3438040145893	1.33333333333333	47.237104829626	0	P(5)	Excited v=1  4 e - Ground v=0  5 e
LinearMolecule	Excited	3	e	1	Ground	4	e	1	700.152639335844	0.00620518991681538	729.715753341363	29.5631140055188	1	46.1321383910876	0	P(4)	Excited v=1  3 e - Ground v=0  4 e
LinearMolecule	Excited	2	e	1	Ground	3	e	1	703.109745773892	0.00438153415377032	720.847891620853	17.7381458469613	0.666666666666667	43.6045215014604	0	P(3)	Excited v=1  2 e - Ground v=0  3 e
LinearMolecule	Excited	1	e	1	Ground	2	e	1	706.066689909566	0.00228727564099979	714.935866876069	8.86917696650301	0.333333333333333	36.7974815080867	0	P(2)	Excited v=1  1 e - Ground v=0  2 e
LinearMolecule	Excited	1	f	1	Ground	1	e	1	711.994369626922	0.0070618995602344	714.950785070024	2.95641544310179	1	113.196202784503	0	Q(1)	Excited v=1  1 f - Ground v=0  1 e
LinearMolecule	Excited	2	f	1	Ground	2	e	1	712.023469236217	0.0114363782049989	720.89264620272	8.86917696650301	1.66666666666667	113.210082528683	0	Q(2)	Excited v=1  2 f - Ground v=0  2 e
LinearMolecule	Excited	3	f	1	Ground	3	e	1	712.067116658135	0.0153353695381961	729.805262505096	17.7381458469613	2.33333333333333	113.230903321944	0	Q(3)	Excited v=1  3 f - Ground v=0  3 e
LinearMolecule	Excited	4	f	1	Ground	4	e	1	712.125309503526	0.0186155697504461	741.688423509045	29.5631140055188	3	113.258666576872	0	Q(4)	Excited v=1  4 f - Ground v=0  4 e
LinearMolecule	Excited	5	f	1	Ground	5	e	1	712.198044588981	0.0211750589866586	756.54184860357	44.3438040145893	3.66666666666667	113.293374177255	0	Q(5)	Excited v=1  5 f - Ground v=0  5 e
LinearMolecule	Excited	6	f	1	Ground	6	e	1	712.285317938658	0.0229580316766503	774.365187046065	62.0798691074073	4.33333333333333	113.335028478359	0	Q(6)	Excited v=1  6 f - Ground v=0  6 e
LinearMolecule	Excited	7	f	1	Ground	7	e	1	712.387124786559	0.0239554330019833	795.158017976399	82.7708931898401	5	113.383632307299	0	Q(7)	Excited v=1  7 f - Ground v=0  7 e
